Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_240,VAR_1_240,Individual,Census usually resident population count,2018,Count,Official language indicator,"Māori, English, NZ Sign Language and Other","Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Māori, English, NZ Sign Language and Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_241,VAR_1_241,Individual,Census usually resident population count,2018,Count,Official language indicator,"Other languages only (neither English, Māori nor NZ Sign Language)","Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Other languages only (neither English, Māori nor NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_242,VAR_1_242,Individual,Census usually resident population count,2018,Count,Official language indicator,"Other combination of Māori, English, NZ Sign Language and Other","Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Other combination of Māori, English, NZ Sign Language and Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_243,VAR_1_243,Individual,Census usually resident population count,2018,Count,Official language indicator,Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_244,VAR_1_244,Individual,Census usually resident population count,2018,Count,Official language indicator,Total,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_245,VAR_1_245,Individual,Census usually resident population count,2018,Count,Official language indicator,Total stated,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_246,VAR_1_246,Individual,Census usually resident population count,2023,Count,Official language indicator,No language,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (No language)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_247,VAR_1_247,Individual,Census usually resident population count,2023,Count,Official language indicator,Māori only,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Māori only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_248,VAR_1_248,Individual,Census usually resident population count,2023,Count,Official language indicator,English only,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (English only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_249,VAR_1_249,Individual,Census usually resident population count,2023,Count,Official language indicator,NZ Sign Language only,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (NZ Sign Language only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_250,VAR_1_250,Individual,Census usually resident population count,2023,Count,Official language indicator,Māori and English only (not NZ Sign Language),"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Māori and English only (not NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_251,VAR_1_251,Individual,Census usually resident population count,2023,Count,Official language indicator,English and NZ Sign Language only (not Māori),"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (English and NZ Sign Language only (not Māori))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_252,VAR_1_252,Individual,Census usually resident population count,2023,Count,Official language indicator,English and Other only (not Māori or NZ Sign Language),"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (English and Other only (not Māori or NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_253,VAR_1_253,Individual,Census usually resident population count,2023,Count,Official language indicator,"Māori, English and NZ Sign Language (not Other)","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Māori, English and NZ Sign Language (not Other))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_254,VAR_1_254,Individual,Census usually resident population count,2023,Count,Official language indicator,"Māori, English and Other (not NZ Sign Language)","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Māori, English and Other (not NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_255,VAR_1_255,Individual,Census usually resident population count,2023,Count,Official language indicator,"English, NZ Sign Language and Other (not Māori)","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (English, NZ Sign Language and Other (not Māori))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_256,VAR_1_256,Individual,Census usually resident population count,2023,Count,Official language indicator,"Māori, English, NZ Sign Language and Other","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Māori, English, NZ Sign Language and Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_257,VAR_1_257,Individual,Census usually resident population count,2023,Count,Official language indicator,"Other languages only (neither English, Māori nor NZ Sign Language)","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Other languages only (neither English, Māori nor NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_258,VAR_1_258,Individual,Census usually resident population count,2023,Count,Official language indicator,"Other combination of Māori, English, NZ Sign Language and Other","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Other combination of Māori, English, NZ Sign Language and Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_259,VAR_1_259,Individual,Census usually resident population count,2023,Count,Official language indicator,Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_260,VAR_1_260,Individual,Census usually resident population count,2023,Count,Official language indicator,Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_261,VAR_1_261,Individual,Census usually resident population count,2023,Count,Official language indicator,Total stated,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Official language indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_262,VAR_1_262,Individual,Census usually resident population count,2013,Count,Gender,Male / Tāne,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Gender (Male / Tāne)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_263,VAR_1_263,Individual,Census usually resident population count,2013,Count,Gender,Female / Wahine,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Gender (Female / Wahine)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_264,VAR_1_264,Individual,Census usually resident population count,2013,Count,Gender,Another gender / He ira kē anō,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Gender (Another gender / He ira kē anō)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_265,VAR_1_265,Individual,Census usually resident population count,2013,Count,Gender,Total,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Gender (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_266,VAR_1_266,Individual,Census usually resident population count,2018,Count,Gender,Male / Tāne,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Gender (Male / Tāne)"
